time_1,u1_1,u2_1,pb_1,sb_1,wb_1,time_2,u1_2,u2_2,pb_2,sb_2,wb_2,time_3,u1_3,u2_3,pb_3,sb_3,wb_3,time_4,u1_4,u2_4,pb_4,sb_4,wb_4,time_5,u1_5,u2_5,pb_5,sb_5,wb_5
0.0001,187.53327673002,25.5154010541457,228928.100540447,0.000308435095118275,0.00237934347985379,0.0001,133.282542673422,187.53327673002,241813.478070276,0.0003571788829451,0.00456571531103056,0.0001,196.734363634233,143.479465127081,218979.412145989,0.000229464699028593,0.0101710989706451,0.0001,153.012282891632,42.554950745411,174767.669045183,5.0423792505525e-05,0.011866143802508,0.0001,21.2288666123291,119.649338499753,199092.774820952,0.000189912024385584,0
0.00011,187.486284279009,25.5154010541457,229282.565915936,0.000308461723333983,0.00293731358712166,0.00011,133.282542673422,187.486284279009,242395.717448721,0.000357228377027507,0.00533810578242987,0.00011,196.734363634233,143.479465127081,220066.329603171,0.00022957631305088,0.0121967207927282,0.00011,153.007605503755,42.6173829604924,175390.639719978,5.05493901403195e-05,0.0132706729666134,0.00011,21.2312691498434,119.649338499753,199092.761809026,0.000189912024385584,0
0.00012,187.439291827997,25.5154010541457,229632.660492618,0.000308493701578832,0.00345305036714014,0.00012,133.282542673422,187.439291827997,242975.107466151,0.000357285769838049,0.00614789560900353,0.00012,196.734363634233,143.479465127081,221144.211154987,0.000229709590054284,0.0145089836789444,0.00012,153.002928115878,42.6798151755739,176008.557784652,5.06895600585988e-05,0.0147813020671993,0.00012,21.2336716873577,119.649338499753,199092.748797101,0.000189912024385584,0
0.00013,187.392299376986,25.5154010541457,229978.479651486,0.000308530705784554,0.00394503579358527,0.00013,133.282542673422,187.392299376986,243551.534277855,0.000357351507138692,0.00700933614021995,0.00013,196.734363634233,143.479465127081,222212.36356641,0.000229867536777617,0.0171340602711643,0.00013,152.998250728001,42.7422473906554,176621.197818582,5.08453779199452e-05,0.0164003277333242,0.00013,21.2360742248719,119.649338499753,199092.73578518,0.000189912024385584,0
0.00014,187.345306925974,25.5154010541457,230320.087156347,0.000308572566237751,0.00442608766501765,0.00014,133.282542673422,187.345306925974,244124.854169157,0.000357426175166816,0.00793636080060442,0.00014,196.734363634233,143.479465127081,223270.045070251,0.00023005336339683,0.0200864133274638,0.00014,152.993573340124,42.8046796057368,177228.332714357,5.10179235756814e-05,0.0181263286530766,0.00014,21.2384767623862,119.649338499753,199092.722773262,0.000189912024385584,0
0.00015,187.298314474963,25.5154010541457,230657.524476012,0.000308619222125204,0.00490544257725982,0.00015,133.282542673422,187.298314474963,244694.893571673,0.000357510499500897,0.00894293121902965,0.00015,196.734363634233,143.479465127081,224316.489078612,0.000230270369312993,0.0233697793228485,0.00015,152.988895952247,42.8671118208183,177829.740506287,5.12082453866839e-05,0.0199545019077415,0.00015,21.2408792999005,119.649338499753,199092.709761347,0.000189912024385584,0
0.00016,187.251322023951,25.5154010541457,230990.816679784,0.000308670692872411,0.00539008699487158,0.00016,133.282542673422,187.251322023951,245261.44874829,0.000357605345577377,0.010043028461931,0.00016,196.734363634233,143.479465127081,225350.924351535,0.000230521848648313,0.0269798794948817,0.00016,152.98421856437,42.9295440358997,178425.210479516,5.14173288856941e-05,0.0218771814373454,0.00016,21.2432818374148,119.649338499753,199092.696749434,0.000189912024385584,0
0.00017,187.204329572939,25.5154010541457,231319.976139169,0.00030872706021735,0.00588560952352316,0.00017,133.282542673422,187.204329572939,245824.187957081,0.000357711717506785,0.0112503241004582,0.00017,196.734363634233,143.479465127081,226372.589426399,0.000230811025191049,0.0309073765757353,0.00017,152.979541176493,42.9919762509812,179014.548281747,5.16460711322235e-05,0.0238844406853316,0.00017,21.2456843749291,119.649338499753,199092.683737524,0.000189912024385584,0
0.00018,187.157337121928,25.5154010541457,231645.004819931,0.000308788457174147,0.00639674939792344,0.00018,133.282542673422,187.157337121928,246382.523746948,0.000357830751916011,0.0125775238897724,0.00018,196.734363634233,143.479465127081,227380.739397164,0.00023114101386342,0.0351401336338274,0.00018,152.974863788616,43.0544084660627,179597.579945781,5.18952611058143e-05,0.0259646838404697,0.00018,21.2480869124433,119.649338499753,199092.670725617,0.000189912024385584,0
0.00019,187.110344670916,25.5154010541457,231965.895665052,0.00030885506143678,0.00692775003831234,0.00019,133.282542673422,187.110344670916,246936.148021401,0.000357963704851879,0.0140357086064671,0.00019,196.734363634233,143.479465127081,228374.421066749,0.000231514800145751,0.0396645462112604,0.00019,152.970186400739,43.1168406811441,180174.154885557,5.2165565673214e-05,0.0281051620633316,0.00019,21.2504894499576,119.649338499753,199092.657713713,0.000189912024385584,0
0.0002,187.063352219905,25.5154010541457,232282.633393753,0.000308927091634733,0.00748258444781455,0.0002,133.282542673422,187.063352219905,247484.757256398,0.000358111932496815,0.0156337240069072,0.0002,196.734363634233,143.479465127081,229352.795710366,0.000231935228886282,0.0444661752828618,0.0002,152.965509012862,43.1792728962256,180744.148016539,5.24575202217211e-05,0.0302923890017338,0.0002,21.2528919874719,119.649338499753,199092.644701812,0.000189912024385584,0
0.00021,187.016359768893,25.5154010541457,232595.194934476,0.000309004805378566,0.0080650929528171,0.00021,133.282542673422,187.016359768893,248028.03110756,0.000358276866181286,0.0173776960733275,0.00021,196.734363634233,143.479465127081,230315.215275015,0.000232404998168709,0.0495301506202241,0.00021,152.960831624985,43.241705111307,181307.461176036,5.27715229475908e-05,0.032512458384399,0.00021,21.2552945249862,119.649338499753,199092.631689914,0.000189912024385584,0
0.00022,186.969367317882,25.5154010541457,232903.549645017,0.000309088498350537,0.00867905754036574,0.00022,133.282542673422,186.969367317882,248565.638489024,0.000358459983992117,0.0192708469551841,0.00022,196.734363634233,143.479465127081,231261.064214919,0.000232926655924624,0.054841326845014,0.00022,152.956154237108,43.3041373263885,181864.024002458,5.31078319008485e-05,0.0347512811966653,0.00022,21.2576970625004,119.649338499753,199092.618678018,0.000189912024385584,0
0.00023,186.522145773395,25.5154010541457,233207.659434308,0.000309178503884529,0.00932822721780851,0.00023,133.282542673422,186.522145773395,249097.243766801,0.000358662782157332,0.0213136286916804,0.00023,196.734363634233,143.479465127081,232189.761122673,0.000233502597544984,0.0603843492977836,0.00023,152.945968246321,43.5478499801077,182413.794398264,5.34665640884954e-05,0.0369947636223528,0.00023,21.2624571465276,119.649338499753,199092.605666126,0.000189912024385584,0
