u1,u2,p,s
107,95,2.149,0.5139
107,95,2.149,0.5139
107,95,2.149,0.5139
107,95,2.149,0.5139
107,95,2.149,0.5139
107,95,2.149,0.5139
107,95,2.149,0.5139
106.845346580561,95,2.14869069316112,0.5139
106.62959573827,95,2.14825919147654,0.5139
106.41384489598,95,2.14782768979196,0.5139
106.19809405369,95,2.14739618810738,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.147,0.5139
106,95,2.14736392584693,0.5139
106,95,2.1477948457451,0.5139
106,95,2.14822576564328,0.5139
106,95,2.14865668554145,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.149,0.5139
106,95,2.14891043483667,0.5139
106,95,2.14826305808736,0.5139
106,95,2.14761568133804,0.5139
106,95,2.14696830458872,0.5139
106,95,2.1463209278394,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.146,0.5139
106,95,2.14592587275619,0.5139
106,95,2.14571024663604,0.5139
106,95,2.1454946205159,0.5139
106,95,2.14527899439576,0.5139
106,95,2.14506336827562,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.145,0.5139
106,95,2.1448847714487,0.5139
106,95,2.1446704258284,0.5139
106,95,2.14445608020811,0.5139
106,95,2.14424173458782,0.5139
106,95,2.14402738896753,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.144,0.5139
106,95,2.1435854799615,0.5139
106,95,2.14293897622657,0.5139
106,95,2.14229247249164,0.5139
106,95,2.14164596875671,0.5139
106,95,2.141,0.5139
106,95,2.141,0.5139
106,95,2.141,0.5139
106,95,2.141,0.5139
106,95,2.141,0.5139
106.152945929502,95,2.141,0.513548224362145
106.369197106515,95,2.141,0.513050846655015
106.585448283528,95,2.141,0.512553468947885
106.801699460541,95,2.141,0.512056091240755
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.141,0.5116
107,95,2.14117926682574,0.5116
107,95,2.14139535086728,0.5116
107,95,2.14161143490882,0.5116
107,95,2.14182751895036,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.142,0.5116
107,95,2.14262763773132,0.5116
107,95,2.14327539011888,0.5116
107,95,2.14392314250643,0.5116
107,95,2.14457089489399,0.5116
107,95,2.145,0.5116
107,95,2.145,0.5116
107,95,2.145,0.5116
107,95,2.145,0.5116
107,95,2.14499764541919,0.5116
107,95,2.14478189487473,0.5116
107,95,2.14456614433028,0.5116
107,95,2.14435039378583,0.5116
107,95,2.14413464324138,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.144,0.5116
107,95,2.14406058800871,0.5116
107,95,2.14448936098889,0.5116
107,95,2.14491813396908,0.5116
107,95,2.14534690694926,0.5116
107,95,2.14577567992945,0.5116
107,95,2.146,0.5116
107,95,2.146,0.5116
107,95,2.146,0.5116
107,95,2.146,0.5116
106.955865619457,95,2.146,0.5116
106.740281140437,95,2.146,0.5116
106.524696661417,95,2.146,0.5116
106.309112182397,95,2.146,0.5116
106.093527703377,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.14593905416099,0.5116
106,95,2.14572326161326,0.5116
106,95,2.14550746906554,0.5116
106,95,2.14529167651781,0.5116
106,95,2.14507588397008,0.5116
106,95,2.145,0.5116
106,95,2.145,0.5116
106,95,2.145,0.5116
106,95,2.145,0.5116
106,95,2.14506915667925,0.5116
106,95,2.14528532410673,0.5116
106,95,2.14550149153422,0.5116
106,95,2.1457176589617,0.5116
106,95,2.14593382638918,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.146,0.5116
106,95,2.14580442850125,0.5116
106,95,2.1453752445872,0.5116
106,95,2.14494606067316,0.5116
106,95,2.14451687675911,0.5116
106,95,2.14408769284507,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.144,0.5116
106,95,2.1436968360921,0.5116
106,95,2.14326508467453,0.5116
106,95,2.14283333325695,0.5116
106,95,2.14240158183937,0.5116
106,95,2.142,0.5116
106,95,2.142,0.5116
106,95,2.142,0.5116
106,95,2.142,0.5116
106,95,2.142,0.5116
106,95,2.14183527158352,0.5116
106,95,2.14161985321142,0.5116
106,95,2.14140443483932,0.5116
106,95,2.14118901646722,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.141,0.5116
106,95,2.14060967480788,0.5116
106,95,2.14017833984836,0.5116
106,95,2.13974700488884,0.5116
106,95,2.13931566992932,0.5116
106,95,2.139,0.5116
106,95,2.139,0.5116
106,95,2.139,0.5116
106,95,2.139,0.5116
106,95,2.139,0.5116
106.20479020816,95,2.13920479020816,0.511108503500416
106.420457687921,95,2.13942045768792,0.510590901548991
106.636125167681,95,2.13963612516768,0.510073299597566
106.851792647441,95,2.13985179264744,0.50955569764614
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.14,0.5092
107,95,2.13993869568111,0.5092
107,95,2.1392944253069,0.5092
107,95,2.13865015493268,0.5092
107,95,2.13800588455847,0.5092
107,95,2.13736161418425,0.5092
107,95,2.137,0.5092
107,95,2.137,0.5092
107,95,2.137,0.5092
107,95,2.137,0.5092
107,95,2.13712240113286,0.5092
107,95,2.13798690344093,0.5092
107,95,2.13885140574899,0.5092
107,95,2.13971590805706,0.5092
107,95,2.14058041036512,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
107,95,2.141,0.5092
106.915180947163,95,2.141,0.5092
106.699596468143,95,2.141,0.5092
106.484011989123,95,2.141,0.5092
106.268427510103,95,2.141,0.5092
106.052843031083,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.14137163115673,0.5092
106,95,2.14202025903912,0.5092
106,95,2.14266888692151,0.5092
106,95,2.1433175148039,0.5092
106,95,2.14396614268629,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.144,0.5092
106,95,2.14353548473853,0.5092
106,95,2.14289380052779,0.5092
106,95,2.14225211631705,0.5092
106,95,2.14161043210631,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.14117952948152,0.5092
106,95,2.14139532173128,0.5092
106,95,2.14161111398104,0.5092
106,95,2.1418269062308,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.14180566786764,0.5092
106,95,2.14158991702536,0.5092
106,95,2.14137416618309,0.5092
106,95,2.14115841534081,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.14017690814097,0.5092
106,95,2.13931440366034,0.5092
106,95,2.13845189917971,0.5092
106,95,2.13758939469908,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106,95,2.137,0.5092
106.019791385908,95,2.137,0.50915250067382
106.23525133501,95,2.137,0.508635396795975
106.450711284112,95,2.137,0.508118292918131
106.666171233214,95,2.137,0.507601189040286
106.881631182316,95,2.137,0.507084085162442
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
107,95,2.137,0.5068
106.942261141717,95,2.13723095543313,0.50693857325988
106.725926449693,95,2.13809629420123,0.507457776520736
106.50959175767,95,2.13896163296932,0.507976979781592
106.293257065647,95,2.13982697173741,0.508496183042448
106.076922373623,95,2.14069231050551,0.509015386303304
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.141,0.5092
106,95,2.14108457222695,0.5092
106,95,2.1412998662609,0.5092
106,95,2.14151516029486,0.5092
106,95,2.14173045432881,0.5092
106,95,2.14194574836276,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
106,95,2.142,0.5092
105.899214193374,95,2.142,0.5092
105.683380222153,95,2.142,0.5092
105.467546250933,95,2.142,0.5092
105.251712279712,95,2.142,0.5092
105.035878308492,95,2.142,0.5092
105,95,2.142,0.5092
105,95,2.142,0.5092
105,95,2.142,0.5092
105,95,2.142,0.5092
105,95,2.1414478882272,0.5092
105,95,2.14037058996688,0.5092
105,95,2.13929329170655,0.5092
105,95,2.13821599344622,0.5092
105,95,2.1371386951859,0.5092
105,95,2.137,0.5092
105,95,2.137,0.5092
105,95,2.137,0.5092
105,95,2.137,0.5092
105,95,2.13674541760147,0.5092
105,95,2.13631341616162,0.5092
105,95,2.13588141472178,0.5092
105,95,2.13544941328194,0.5092
105,95,2.1350174118421,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.135,0.5092
105,95,2.13423958505672,0.5092
105,95,2.13315749220054,0.5092
105,95,2.13207539934437,0.5092
105,95,2.13099330648819,0.5092
105,95,2.13,0.5092
105,95,2.13,0.5092
105,95,2.13,0.5092
105,95,2.13,0.5092
105,95,2.13,0.5092
105.329301095474,95,2.12967069890453,0.508804838685431
105.761135423914,95,2.12923886457609,0.508286637491304
106.192969752353,95,2.12880703024765,0.507768436297177
106.624804080792,95,2.12837519591921,0.50725023510305
107,95,2.128,0.5068
107,95,2.128,0.5068
107,95,2.128,0.5068
107,95,2.128,0.5068
107,95,2.128,0.5068
106.820891489256,95,2.128,0.5068
106.604514865763,95,2.128,0.5068
106.38813824227,95,2.128,0.5068
106.171761618777,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.1276148216428,0.5068
106,95,2.12718390174463,0.5068
106,95,2.12675298184645,0.5068
106,95,2.12632206194828,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.126,0.5068
106,95,2.12600583091122,0.5068
106,95,2.12643691661914,0.5068
106,95,2.12686800232707,0.5068
106,95,2.127299088035,0.5068
106,95,2.12773017374292,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.128,0.5068
106,95,2.1279797298837,0.506753378732517
106,95,2.12776389591248,0.50625696059871
106,95,2.12754806194126,0.505760542464903
106,95,2.12733222797004,0.505264124331096
106,95,2.12711639399882,0.504767706197289
106,95,2.127,0.5045
106,95,2.127,0.5045
106,95,2.127,0.5045
106,95,2.127,0.5045
106.028792332386,95,2.127,0.5045
106.244960058845,95,2.127,0.5045
106.461127785304,95,2.127,0.5045
106.677295511763,95,2.127,0.5045
106.893463238223,95,2.127,0.5045
107,95,2.127,0.5045
107,95,2.127,0.5045
107,95,2.127,0.5045
107,95,2.127,0.5045
107,95,2.12704619526847,0.5045
107,95,2.12726157207964,0.5045
107,95,2.12747694889081,0.5045
107,95,2.12769232570198,0.5045
107,95,2.12790770251315,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.128,0.5045
107,95,2.12814173761547,0.5045
107,95,2.12857282332339,0.5045
107,95,2.12900390903132,0.5045
107,95,2.12943499473924,0.5045
107,95,2.12986608044717,0.5045
107,95,2.13,0.5045
107,95,2.13,0.5045
107,95,2.13,0.5045
107,95,2.13,0.5045
107,95,2.13043692487674,0.5045
107,95,2.13151651069784,0.5045
107,95,2.13259609651893,0.5045
107,95,2.13367568234003,0.5045
