u1,u2,p,s
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.898,0.261
108,91,1.89803902571274,0.261
108,91,1.89825477566151,0.261
108,91,1.89847052561029,0.261
108,91,1.89868627555906,0.261
108,91,1.89890202550784,0.261
108,91,1.899,0.261
108,91,1.899,0.261
108,91,1.899,0.261
108,91,1.899,0.261
107.950009390703,91,1.8989500093907,0.261
107.734300833179,91,1.89873430083318,0.261
107.518592275655,91,1.89851859227565,0.261
107.302883718131,91,1.89830288371813,0.261
107.087175160606,91,1.89808717516061,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.89830643023686,0.261
107,91,1.89917193313607,0.261
107,91,1.90003743603528,0.261
107,91,1.90090293893448,0.261
107,91,1.90176844183369,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.902,0.261
107,91,1.90157730233653,0.261
107,91,1.90071263501858,0.261
107,91,1.89984796770062,0.261
107,91,1.89898330038267,0.261
107,91,1.89811863306472,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.898,0.261
107,91,1.89740896747896,0.261
107,91,1.89654646537829,0.261
107,91,1.89568396327761,0.261
107,91,1.89482146117693,0.261
107,91,1.894,0.261
107,91,1.894,0.261
107,91,1.894,0.261
107,91,1.894,0.261
107,91,1.894,0.261
107,91,1.89384207428855,0.261
107,91,1.89362649070167,0.261
107,91,1.89341090711478,0.261
107,91,1.8931953235279,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.893,0.261
107,91,1.89263183514434,0.261
107,91,1.89220025183661,0.261
107,91,1.89176866852887,0.261
107,91,1.89133708522114,0.261
107,91,1.891,0.261
107,91,1.891,0.261
107,91,1.891,0.261
107,91,1.891,0.261
107,91,1.891,0.261
107,91,1.89059900471007,0.260518805652087
107,91,1.89016775425472,0.260001305105666
107,91,1.88973650379937,0.259483804559244
107,91,1.88930525334402,0.258966304012823
107,91,1.889,0.2586
107,91,1.889,0.2586
107,91,1.889,0.2586
107,91,1.889,0.2586
107,91,1.889,0.2586
107.210817803885,91,1.889,0.2586
107.42656775266,91,1.889,0.2586
107.642317701436,91,1.889,0.2586
107.858067650211,91,1.889,0.2586
108,91,1.889,0.2586
108,91,1.889,0.2586
108,91,1.889,0.2586
108,91,1.889,0.2586
108,91,1.88896183171398,0.258630534628814
108,91,1.8883180576108,0.25914555391136
108,91,1.88767428350762,0.259660573193905
108,91,1.88703050940444,0.260175592476452
108,91,1.88638673530125,0.260690611758997
108,91,1.886,0.261
108,91,1.886,0.261
108,91,1.886,0.261
108,91,1.886,0.261
108,91,1.886,0.260938096270916
108,91,1.886,0.260422186564326
108,91,1.886,0.259906276857738
108,91,1.886,0.259390367151149
108,91,1.886,0.25887445744456
108,91,1.886,0.2586
108,91,1.886,0.2586
108,91,1.886,0.2586
108,91,1.886,0.2586
108,91,1.88607640995287,0.258691691943446
108,91,1.88650782706795,0.25920939248154
108,91,1.88693924418303,0.259727093019633
108,91,1.88737066129811,0.260244793557727
108,91,1.88780207841318,0.26076249409582
108,91,1.888,0.261
108,91,1.888,0.261
108,91,1.888,0.261
108,91,1.888,0.261
107.903534897191,91,1.888,0.261
107.471951589458,91,1.888,0.261
107.040368281725,91,1.888,0.261
106.608784973992,91,1.888,0.261
106.17720166626,91,1.888,0.261
106,91,1.888,0.261
106,91,1.888,0.261
106,91,1.888,0.261
106,91,1.888,0.261
106,91,1.88773698023253,0.261
106,91,1.88687398043742,0.261
106,91,1.88601098064232,0.261
106,91,1.88514798084722,0.261
106,91,1.88428498105212,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.884,0.261
106,91,1.88391076983879,0.260785847613106
106,91,1.88369506128127,0.260268147075048
106,91,1.88347935272375,0.25975044653699
106,91,1.88326364416622,0.259232745998932
106,91,1.8830479356087,0.258715045460875
106,91,1.883,0.2586
106,91,1.883,0.2586
106,91,1.883,0.2586
106,91,1.883,0.2586
106.105872691005,91,1.88247063654497,0.2586
106.320959320026,91,1.88139520339987,0.2586
106.536045949045,91,1.88031977025477,0.2586
106.751132578066,91,1.87924433710967,0.2586
106.966219207085,91,1.87816890396457,0.2586
107,91,1.878,0.2586
107,91,1.878,0.2586
107,91,1.878,0.2586
107,91,1.878,0.2586
107,91,1.87788413818878,0.2586
107,91,1.87766867913079,0.2586
107,91,1.87745322007279,0.2586
107,91,1.8772377610148,0.2586
107,91,1.8770223019568,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.87728861008412,0.2586
107,91,1.87772061032982,0.2586
107,91,1.87815261057551,0.2586
107,91,1.87858461082121,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.879,0.2586
107,91,1.87865850052353,0.2586
107,91,1.8782269178117,0.2586
107,91,1.87779533509987,0.2586
107,91,1.87736375238804,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.877,0.2586
107,91,1.87636518014407,0.2586
107,91,1.87571892680925,0.2586
107,91,1.87507267347444,0.2586
107,91,1.87442642013962,0.2586
107,91,1.874,0.2586
107,91,1.874,0.2586
107,91,1.874,0.2586
107,91,1.874,0.2586
107,91,1.87399130086535,0.258579991990303
107,91,1.87377559260555,0.25808386299276
107,91,1.87355988434575,0.257587733995215
107,91,1.87334417608594,0.257091604997672
107,91,1.87312846782614,0.256595476000128
107,91,1.873,0.2563
107,91,1.873,0.2563
107,91,1.873,0.2563
107,91,1.873,0.2563
107.026333024443,91,1.873,0.2563
107.241336803326,91,1.873,0.2563
107.45634058221,91,1.873,0.2563
107.671344361093,91,1.873,0.2563
107.886348139976,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.873,0.2563
108,91,1.87278552515036,0.2563
108,91,1.87192501402276,0.2563
108,91,1.87106450289516,0.2563
108,91,1.87020399176756,0.2563
108,91,1.86934348063996,0.2563
108,91,1.869,0.2563
108,91,1.869,0.2563
108,91,1.869,0.2563
108,91,1.869,0.2563
108,91,1.86953506175612,0.2563
108,91,1.87125641336049,0.2563
108,91,1.87297776496486,0.2563
108,91,1.87469911656923,0.2563
108,91,1.87642046817359,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.877,0.2563
108,91,1.87710257424805,0.2563
108,91,1.87731849081567,0.2563
108,91,1.87753440738329,0.2563
108,91,1.87775032395092,0.2563
108,91,1.87796624051854,0.2563
108,91,1.878,0.2563
108,91,1.878,0.2563
108,91,1.878,0.2563
108,91,1.878,0.2563
108.118721216727,91,1.878,0.256015069079855
108.334554591811,91,1.878,0.255497068979654
108.550387966894,91,1.878,0.254979068879454
108.766221341978,91,1.878,0.254461068779252
108.982054717062,91,1.878,0.253943068679051
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.878,0.2539
109,91,1.87858888306385,0.2539
109,91,1.8794487337575,0.2539
109,91,1.88030858445115,0.2539
109,91,1.8811684351448,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
109,91,1.882,0.2539
108.831731331942,91,1.88233653733612,0.2539
108.615355307587,91,1.88276928938483,0.2539
108.398979283232,91,1.88320204143354,0.2539
108.182603258877,91,1.88363479348225,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.884,0.2539
108,91,1.88459870439493,0.2539
108,91,1.88524284908098,0.2539
108,91,1.88588699376703,0.2539
108,91,1.88653113845308,0.2539
108,91,1.887,0.2539
108,91,1.887,0.2539
108,91,1.887,0.2539
108,91,1.887,0.2539
108,91,1.887,0.2539
108,91,1.88742678444938,0.2539
108,91,1.88785820156443,0.2539
108,91,1.88828961867947,0.2539
108,91,1.88872103579452,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.88904701750023,0.2539
108,91,1.88947885063548,0.2539
108,91,1.88991068377073,0.2539
108,91,1.89034251690597,0.2539
108,91,1.89077435004122,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.891,0.2539
108,91,1.89105161035024,0.2539
108,91,1.89126736059685,0.2539
108,91,1.89148311084347,0.2539
108,91,1.89169886109008,0.2539
108,91,1.89191461133669,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.89206305643137,0.254051335435286
108,91,1.89227909805746,0.254569835337913
108,91,1.89249513968356,0.255088335240541
108,91,1.89271118130965,0.255606835143168
108,91,1.89292722293575,0.256125335045796
108,91,1.893,0.2563
108,91,1.893,0.2563
108,91,1.893,0.2563
108,91,1.893,0.2563
107.923280922814,91,1.893,0.2563
107.706779307034,91,1.893,0.2563
107.490277691253,91,1.893,0.2563
107.273776075473,91,1.893,0.2563
107.057274459693,91,1.893,0.2563
107,91,1.893,0.2563
107,91,1.893,0.2563
107,91,1.893,0.2563
107,91,1.893,0.2563
107,91,1.89308800700355,0.25608878319149
107,91,1.89330375695232,0.25557098331443
107,91,1.8935195069011,0.255053183437368
107,91,1.89373525684987,0.254535383560308
107,91,1.89395100679865,0.254017583683246
107,91,1.894,0.2539
107,91,1.894,0.2539
107,91,1.894,0.2539
107,91,1.894,0.2539
107.106174696715,91,1.89346912651643,0.2539
107.321261029727,91,1.89239369485137,0.2539
107.536347362739,91,1.89131826318631,0.2539
107.75143369575,91,1.89024283152125,0.2539
107.966520028762,91,1.88916739985619,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.889,0.2539
108,91,1.88963307270489,0.2539
108,91,1.89049690485982,0.2539
108,91,1.89136073701476,0.2539
108,91,1.8922245691697,0.2539
108,91,1.893,0.2539
108,91,1.893,0.2539
108,91,1.893,0.2539
108,91,1.893,0.2539
108,91,1.893,0.2539
108,91,1.89282938574727,0.2539
108,91,1.89261292641122,0.2539
108,91,1.89239646707518,0.2539
108,91,1.89218000773914,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
108,91,1.892,0.2539
107.803598154353,91,1.892,0.2539
107.587889596829,91,1.892,0.2539
107.372181039304,91,1.892,0.2539
107.156472481781,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.892,0.2539
107,91,1.89198988549703,0.2539
107,91,1.89177508797408,0.2539
107,91,1.89156029045113,0.2539
107,91,1.89134549292817,0.2539
107,91,1.89113069540522,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.891,0.2539
107,91,1.89090260940606,0.2539
107,91,1.89047094265589,0.2539
107,91,1.89003927590572,0.2539
107,91,1.88960760915556,0.2539
107,91,1.88917594240539,0.2539
107,91,1.889,0.2539
107,91,1.889,0.2539
107,91,1.889,0.2539
107,91,1.889,0.2539
107,91,1.88893380460634,0.2539
107,91,1.88871809634654,0.2539
107,91,1.88850238808674,0.2539
107,91,1.88828667982694,0.2539
107,91,1.88807097156713,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.888,0.2539
107,91,1.88762921378025,0.2539
107,91,1.88676704474252,0.2539
107,91,1.88590487570479,0.2539
107,91,1.88504270666706,0.2539
107,91,1.88418053762932,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.884,0.2539
107,91,1.88360805296373,0.2539
107,91,1.88296117728071,0.2539
107,91,1.88231430159768,0.2539
107,91,1.88166742591465,0.2539
107,91,1.88102055023163,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.881,0.2539
107,91,1.88053053152905,0.253524425223241
107,91,1.8798826574128,0.253006125930243
107,91,1.87923478329656,0.252487826637246
107,91,1.87858690918031,0.251969527344249
107,91,1.878,0.2515
107,91,1.878,0.2515
107,91,1.878,0.2515
107,91,1.878,0.2515
107,91,1.878,0.2515
107.173260565858,91,1.878,0.25191582535806
107.388016767063,91,1.878,0.252431240240951
107.602772968267,91,1.878,0.25294665512384
107.817529169471,91,1.878,0.25346207000673
108,91,1.878,0.2539
108,91,1.878,0.2539
108,91,1.878,0.2539
108,91,1.878,0.2539
108,91,1.878,0.2539
107.62659974172,91,1.87725319948344,0.253451919690064
107.195265972633,91,1.87639053194527,0.25293431916716
106.763932203547,91,1.87552786440709,0.252416718644257
106.332598434461,91,1.87466519686892,0.251899118121354
106,91,1.874,0.2515
106,91,1.874,0.2515
106,91,1.874,0.2515
106,91,1.874,0.2515
106,91,1.874,0.2515
106.196635014021,91,1.87458990504206,0.25197192403365
106.412011231576,91,1.87523603369473,0.252488826955783
106.627387449132,91,1.8758821623474,0.253005729877917
106.842763666688,91,1.87652829100006,0.253522632800051
107,91,1.877,0.2539
107,91,1.877,0.2539
107,91,1.877,0.2539
107,91,1.877,0.2539
107,91,1.877,0.2539
106.786870958734,91,1.87593435479367,0.2539
106.570954391111,91,1.87485477195556,0.2539
106.355037823487,91,1.87377518911744,0.2539
106.139121255864,91,1.87269560627932,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106,91,1.872,0.2539
106.053115497847,91,1.872,0.253836261402583
106.482545288575,91,1.872,0.25332094565371
106.911975079302,91,1.872,0.252805629904837
107.341404870031,91,1.872,0.252290314155963
107.770834660759,91,1.872,0.25177499840709
108,91,1.872,0.2515
108,91,1.872,0.2515
108,91,1.872,0.2515
108,91,1.872,0.2515
107.964303186123,91,1.872,0.2515
107.74759202718,91,1.872,0.2515
107.530880868237,91,1.872,0.2515
107.314169709293,91,1.872,0.2515
107.09745855035,91,1.872,0.2515
107,91,1.872,0.2515
107,91,1.872,0.2515
107,91,1.872,0.2515
107,91,1.872,0.2515
107,91,1.87179862731988,0.2515
107,91,1.87093278877651,0.2515
107,91,1.87006695023314,0.2515
107,91,1.86920111168977,0.2515
107,91,1.8683352731464,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.86835889628549,0.2515
107,91,1.86900365926318,0.2515
107,91,1.86964842224087,0.2515
107,91,1.87029318521856,0.2515
107,91,1.87093794819625,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.871,0.2515
107,91,1.87012680996859,0.2515
107,91,1.86883728223989,0.2515
107,91,1.86754775451119,0.2515
107,91,1.86625822678249,0.2515
107,91,1.865,0.2515
107,91,1.865,0.2515
107,91,1.865,0.2515
107,91,1.865,0.2515
107,91,1.865,0.2515
107,91,1.86546921602861,0.2515
107,91,1.86611771651712,0.2515
107,91,1.86676621700563,0.2515
107,91,1.86741471749414,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107,91,1.868,0.2515
107.172889038477,91,1.868,0.251102355211504
107.38843129791,91,1.868,0.250606608014807
107.603973557343,91,1.868,0.250110860818112
107.819515816776,91,1.868,0.249615113621415
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.86708449030896,0.2492
108,91,1.86600553203963,0.2492
108,91,1.8649265737703,0.2492
108,91,1.86384761550096,0.2492
108,91,1.863,0.2492
108,91,1.863,0.2492
108,91,1.863,0.2492
108,91,1.863,0.2492
108,91,1.863,0.2492
108,91,1.86319894120949,0.2492
108,91,1.86341456643717,0.2492
108,91,1.86363019166484,0.2492
108,91,1.86384581689252,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.864,0.2492
108,91,1.8640606492491,0.2492
108,91,1.86513339987534,0.2492
108,91,1.8662061505016,0.2492
108,91,1.86727890112784,0.2492
108,91,1.86835165175409,0.2492
108,91,1.869,0.2492
108,91,1.869,0.2492
108,91,1.869,0.2492
108,91,1.869,0.2492
108,91,1.8689786699486,0.2492
108,91,1.86876204259553,0.2492
108,91,1.86854541524246,0.2492
108,91,1.86832878788939,0.2492
108,91,1.86811216053632,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
108,91,1.868,0.2492
107.936333059819,91,1.86825466776073,0.2492
107.720416492196,91,1.86911833403122,0.2492
107.504499924572,91,1.86998200030171,0.2492
107.288583356949,91,1.8708456665722,0.2492
107.072666789325,91,1.8717093328427,0.2492
107,91,1.872,0.2492
107,91,1.872,0.2492
107,91,1.872,0.2492
107,91,1.872,0.2492
107,91,1.87192433829263,0.2492
107,91,1.87170883734481,0.2492
107,91,1.87149333639698,0.2492
107,91,1.87127783544916,0.2492
107,91,1.87106233450133,0.2492
107,91,1.871,0.2492
107,91,1.871,0.2492
107,91,1.871,0.2492
107,91,1.871,0.2492
107,91,1.871,0.248992545732246
107,91,1.871,0.248497370818421
107,91,1.871,0.248002195904594
107,91,1.871,0.247507020990769
107,91,1.871,0.247011846076943
107,91,1.871,0.2469
107,91,1.871,0.2469
107,91,1.871,0.2469
107,91,1.871,0.2469
107.210521640707,91,1.87121052164071,0.2469
107.64218779474,91,1.87164218779474,0.2469
108.073853948774,91,1.87207385394877,0.2469
108.505520102807,91,1.87250552010281,0.2469
108.937186256841,91,1.87293718625684,0.2469
109,91,1.873,0.2469
109,91,1.873,0.2469
109,91,1.873,0.2469
109,91,1.873,0.2469
108.884011369858,91,1.873,0.2469
108.667927925836,91,1.873,0.2469
108.451844481813,91,1.873,0.2469
108.235761037791,91,1.873,0.2469
108.019677593769,91,1.873,0.2469
108,91,1.873,0.2469
108,91,1.873,0.2469
108,91,1.873,0.2469
108,91,1.873,0.2469
108,91,1.8724684848247,0.2469
108,91,1.87160846970916,0.2469
108,91,1.87074845459363,0.2469
108,91,1.8698884394781,0.2469
108,91,1.86902842436257,0.2469
108,91,1.869,0.2469
108,91,1.869,0.2469
108,91,1.869,0.2469
108,91,1.869,0.2469
108,91,1.87031493015456,0.2469
108,91,1.87225480781422,0.2469
108,91,1.87419468547388,0.2469
108,91,1.87613456313353,0.2469
108,91,1.878,0.2469
108,91,1.878,0.2469
108,91,1.878,0.2469
108,91,1.878,0.2469
108,91,1.878,0.2469
108,91,1.87784339451183,0.247260192622802
108,91,1.87762689319596,0.24775814564929
108,91,1.8774103918801,0.248256098675779
108,91,1.87719389056423,0.248754051702268
108,91,1.877,0.2492
108,91,1.877,0.2492
108,91,1.877,0.2492
108,91,1.877,0.2492
108,91,1.877,0.2492
107.830328675219,91,1.877,0.2492
